reading:eco_par.blast.txt	cutoff:1e-08
GJMQ-467-MONOMER	JW0123-MONOMER	36.52	230	145	1	4	232	5	234	9e-45	155	338	308
GJMQ-467-MONOMER	JW5104-MONOMER	35.84	226	142	2	4	227	6	230	3e-40	146	338	578
GJMQ-467-MONOMER	JW5104-MONOMER	32.89	225	150	1	4	228	330	553	3e-38	141	338	578
GJMQ-467-MONOMER	JW5676-MONOMER	33.92	227	144	4	4	227	277	500	5e-38	142	338	911
GJMQ-467-MONOMER	JW5676-MONOMER	30.97	226	149	4	5	224	14	238	2e-31	123	338	911
GJMQ-467-MONOMER	JW4247-MONOMER	30.36	224	149	3	4	221	3	225	9e-31	115	338	255
GJMQ-467-MONOMER	JW0794-MONOMER	29.75	242	160	4	4	240	2	238	6e-30	113	338	240
GJMQ-467-MONOMER	JW5818-MONOMER	29.68	219	152	2	4	221	20	237	4e-28	110	338	377
GJMQ-467-MONOMER	JW0195-MONOMER	31.88	229	143	5	4	221	2	228	5e-28	109	338	343
GJMQ-467-MONOMER	JW3168-MONOMER	27.31	227	156	3	1	221	1	224	8e-28	107	338	241
GJMQ-467-MONOMER	JW4067-MONOMER	27.20	239	156	4	4	224	5	243	5e-27	105	338	262
GJMQ-467-MONOMER	JW0848-MONOMER	28.51	221	150	3	4	216	3	223	3e-26	102	338	242
GJMQ-467-MONOMER	JW3239-MONOMER	27.85	219	154	2	4	218	13	231	7e-26	102	338	252
GJMQ-467-MONOMER	JW4048-MONOMER	28.34	247	164	4	3	239	5	248	2e-25	103	338	510
GJMQ-467-MONOMER	JW4048-MONOMER	22.12	217	146	5	15	212	275	487	5e-13	66.6	338	510
GJMQ-467-MONOMER	JW3995-MONOMER	30.22	225	149	3	1	221	1	221	3e-25	101	338	371
GJMQ-467-MONOMER	JW2652-MONOMER	30.14	219	147	3	18	230	43	261	8e-25	100	338	400
GJMQ-467-MONOMER	JW0580-MONOMER	29.41	221	150	3	7	221	11	231	9e-25	99	338	271
GJMQ-467-MONOMER	JW0869-MONOMER	30.26	228	152	5	4	226	339	564	2e-24	100	338	573
GJMQ-467-MONOMER	JW1112-MONOMER	26.48	219	159	2	4	221	18	235	5e-24	98.2	338	378
GJMQ-467-MONOMER	JW2117-MONOMER	29.54	237	160	4	4	237	2	234	8e-24	96.7	338	308
GJMQ-467-MONOMER	JW1902-MONOMER	24.46	233	154	3	1	217	1	227	1e-23	95.5	338	250
GJMQ-467-MONOMER	JW3539-MONOMER	29.20	250	159	8	1	238	1	244	1e-23	98.6	338	513
GJMQ-467-MONOMER	JW3539-MONOMER	29.58	213	135	6	16	214	274	485	8e-15	72	338	513
GJMQ-467-MONOMER	JW2415-MONOMER	27.35	223	156	3	4	221	3	224	1e-23	96.7	338	365
GJMQ-467-MONOMER	JW1847-MONOMER	29.82	218	132	6	4	218	5	204	2e-23	94.7	338	251
GJMQ-467-MONOMER	JW0254-MONOMER	25.34	221	163	2	2	221	5	224	2e-23	95.9	338	348
GJMQ-467-MONOMER	JW1436-MONOMER	27.10	214	153	3	1	212	1	213	4e-23	95.1	338	337
GJMQ-467-MONOMER	JW5752-MONOMER	29.65	226	134	6	4	214	10	225	9e-23	95.9	338	500
GJMQ-467-MONOMER	JW5752-MONOMER	27.03	222	151	6	11	221	268	489	4e-16	75.9	338	500
GJMQ-467-MONOMER	JW3509-MONOMER	28.26	230	130	5	16	223	35	251	8e-22	91.3	338	334
GJMQ-467-MONOMER	JW0647-MONOMER	29.30	215	146	3	4	213	2	215	8e-22	89.7	338	241
GJMQ-467-MONOMER	JW3728-MONOMER	27.75	227	152	4	4	221	5	228	2e-21	92	338	501
GJMQ-467-MONOMER	JW3728-MONOMER	25.94	239	152	5	5	220	245	481	2e-19	85.9	338	501
GJMQ-467-MONOMER	JW0897-MONOMER	27.03	222	152	6	4	217	342	561	8e-21	90.1	338	582
GJMQ-467-MONOMER	JW0863-MONOMER	26.81	235	158	4	4	227	5	236	9e-21	90.5	338	648
GJMQ-467-MONOMER	JW2136-MONOMER	25.45	220	151	3	4	214	14	229	1e-20	89.4	338	506
GJMQ-467-MONOMER	JW2136-MONOMER	22.27	211	144	5	18	212	278	484	2e-12	64.7	338	506
GJMQ-467-MONOMER	JW1283-MONOMER	27.47	233	150	6	4	219	6	236	2e-20	86.3	338	268
GJMQ-467-MONOMER	JW0147-MONOMER	29.19	209	142	3	19	221	27	235	2e-20	86.3	338	265
GJMQ-467-MONOMER	JW3703-MONOMER	27.19	228	141	7	4	213	11	231	4e-20	85.5	338	257
GJMQ-467-MONOMER	JW1699-MONOMER	27.27	242	142	6	4	226	5	231	5e-20	85.1	338	249
GJMQ-467-MONOMER	JW1506-MONOMER	28.94	235	159	4	7	238	15	244	5e-20	87.8	338	511
GJMQ-467-MONOMER	JW1506-MONOMER	30.66	212	124	7	17	212	277	481	5e-19	84.7	338	511
GJMQ-467-MONOMER	JW3420-MONOMER	23.95	238	163	4	4	223	6	243	5e-20	84.7	338	255
GJMQ-467-MONOMER	JW2303-MONOMER	27.62	239	151	5	2	221	4	239	7e-20	84.7	338	257
GJMQ-467-MONOMER	JW1311-MONOMER	27.51	229	157	4	1	224	1	225	9e-20	85.5	338	322
GJMQ-467-MONOMER	JW1238-MONOMER	29.31	232	145	8	4	216	20	251	2e-19	84.3	338	337
GJMQ-467-MONOMER	JW3419-MONOMER	26.92	208	147	3	9	213	11	216	3e-19	82.4	338	237
GJMQ-467-MONOMER	JW1478-MONOMER	26.94	219	144	4	9	221	22	230	4e-19	83.2	338	308
GJMQ-467-MONOMER	JW1888-MONOMER	25.89	224	159	3	3	220	7	229	5e-19	84.7	338	504
GJMQ-467-MONOMER	JW1888-MONOMER	22.79	215	136	4	22	215	275	480	3e-10	58.2	338	504
GJMQ-467-MONOMER	JW5727-MONOMER	26.96	230	144	6	4	216	6	228	5e-19	82	338	252
GJMQ-467-MONOMER	JW5897-MONOMER	28.14	231	138	5	16	221	18	245	2e-18	83.6	338	612
GJMQ-467-MONOMER	JW5897-MONOMER	27.85	219	145	7	9	216	319	535	2e-15	74.3	338	612
GJMQ-467-MONOMER	JW3415-MONOMER	26.20	229	160	4	1	224	1	225	2e-18	82	338	356
GJMQ-467-MONOMER	JW0916-MONOMER	28.85	208	131	4	9	212	17	211	3e-18	80.1	338	255
GJMQ-467-MONOMER	JW3445-MONOMER	28.14	231	148	6	1	213	1	231	8e-18	79	338	268
GJMQ-467-MONOMER	JW1239-MONOMER	27.07	229	153	7	3	217	20	248	9e-18	79.7	338	334
GJMQ-467-MONOMER	JW0065-MONOMER	26.22	225	140	6	4	216	2	212	1e-17	77.8	338	232
GJMQ-467-MONOMER	JW2531-MONOMER	28.38	222	129	5	10	212	17	227	2e-17	80.1	338	503
GJMQ-467-MONOMER	JW2531-MONOMER	23.41	205	142	4	19	210	278	480	6e-14	69.3	338	503
GJMQ-467-MONOMER	JW0479-MONOMER	28.23	209	139	7	4	207	8	210	2e-17	77	338	225
GJMQ-467-MONOMER	JW0358-MONOMER	27.96	211	141	5	4	210	2	205	9e-17	75.9	338	255
GJMQ-467-MONOMER	JW3162-MONOMER	26.67	240	144	6	2	222	7	233	1e-16	75.9	338	269
GJMQ-467-MONOMER	JW1479-MONOMER	24.77	222	150	4	15	219	21	242	2e-16	75.9	338	328
GJMQ-467-MONOMER	JW3315-MONOMER	29.25	212	120	6	19	208	17	220	3e-16	76.3	338	637
GJMQ-467-MONOMER	JW3315-MONOMER	29.11	213	127	6	4	212	313	505	1e-13	68.6	338	637
GJMQ-467-MONOMER	JW0484-MONOMER	28.57	203	135	3	2	194	5	207	8e-16	72.8	338	228
GJMQ-467-MONOMER	JW0804-MONOMER	30.45	220	122	8	2	213	318	514	1e-15	74.7	338	530
GJMQ-467-MONOMER	JW0804-MONOMER	28.71	209	112	8	19	197	17	218	3e-13	67.4	338	530
GJMQ-467-MONOMER	JW0743-MONOMER	30.14	219	125	7	12	210	269	479	3e-15	73.2	338	490
GJMQ-467-MONOMER	JW0743-MONOMER	26.13	222	163	1	1	221	1	222	1e-13	68.2	338	490
GJMQ-467-MONOMER	JW5162-MONOMER	24.77	222	156	4	4	215	6	226	4e-15	70.9	338	233
GJMQ-467-MONOMER	JW2168-MONOMER	27.23	213	144	6	19	221	302	513	4e-15	73.2	338	529
GJMQ-467-MONOMER	JW2168-MONOMER	25.70	249	140	9	6	221	8	244	1e-13	68.6	338	529
GJMQ-467-MONOMER	JW3428-MONOMER	24.77	218	151	6	4	212	2	215	5e-15	70.5	338	222
